City,DT,Country,Lat,Lon,Temp,Color,Feels_Like,Hi,Low,Cloudiness,Weather,Humidity,Wind
gurupi,1579885760.0,BR,-11.73,-49.07,76.17,orange,81.3,76.17,76.17,100.0,light rain,91.0,7.61
bulgan,1579885898.0,MN,48.81,103.53,5.34,blue,-3.21,5.34,5.34,11.0,few clouds,66.0,3.74
rodrigues alves,1579885899.0,BR,-7.74,-72.65,86.0,red,95.36,86.0,86.0,75.0,broken clouds,79.0,5.82
nyurba,1579885900.0,RU,63.28,118.33,-32.76,blue,-43.26,-32.76,-32.76,65.0,broken clouds,94.0,6.13
nkoteng,1579885901.0,CM,4.52,12.03,76.35,orange,71.11,76.35,76.35,58.0,broken clouds,18.0,2.37
almaznyy,1579885903.0,RU,48.04,40.05,28.4,blue,17.37,28.4,28.4,1.0,clear sky,79.0,11.18
westport,1579885682.0,US,41.14,-73.36,46.96,green,36.97,53.01,39.99,1.0,clear sky,56.0,11.41
tashtyp,1579885905.0,RU,52.79,89.9,15.21,blue,7.86,15.21,15.21,84.0,broken clouds,80.0,2.8
katangli,1579885906.0,RU,51.71,143.23,-0.11,blue,-11.11,-0.11,-0.11,100.0,light snow,95.0,8.25
sainthia,1579885907.0,IN,23.95,87.67,56.73,orange,50.31,56.73,56.73,1.0,clear sky,40.0,5.26
chumikan,1579885908.0,RU,54.72,135.31,-10.75,blue,-26.55,-10.75,-10.75,100.0,overcast clouds,77.0,16.02
lighthouse point,1579885909.0,US,26.28,-80.09,75.38,orange,74.32,79.0,71.6,75.0,broken clouds,60.0,8.05
orocue,1579885910.0,CO,4.79,-71.34,96.94,red,94.84,96.94,96.94,57.0,broken clouds,33.0,11.63
nelson bay,1579885911.0,AU,-32.72,152.15,75.85,orange,79.74,77.0,75.0,90.0,overcast clouds,83.0,6.93
buraydah,1579885912.0,SA,26.33,43.98,57.2,orange,48.81,57.2,57.2,0.0,clear sky,22.0,5.82
ingham,1579885915.0,US,42.6,-84.38,35.11,green,27.19,36.0,33.8,90.0,light rain,93.0,8.05
