City,DT,Country,Lat,Lon,Temp,Color,Feels_Like,Hi,Low,Cloudiness,Weather,Humidity,Wind
srednekolymsk,1579887354.0,RU,67.45,153.68,-28.75,blue,-38.63,-28.75,-28.75,100.0,overcast clouds,94.0,5.12
priyutnoye,1579887355.0,RU,46.1,43.51,23.0,blue,8.62,23.0,23.0,0.0,clear sky,73.0,15.99
bay roberts,1579887356.0,CA,47.6,-53.26,33.03,green,22.03,34.0,32.0,75.0,broken clouds,81.0,12.19
iki-burul,1579887357.0,RU,45.82,44.65,23.0,blue,8.8,23.0,23.0,12.0,few clouds,73.0,15.66
berdigestyakh,1579887358.0,RU,62.1,126.7,-40.29,blue,-49.4,-40.29,-40.29,10.0,clear sky,99.0,3.58
davidson,1579887359.0,US,36.15,-86.78,48.69,green,41.52,53.01,44.01,75.0,light rain,66.0,8.05
dudinka,1579887360.0,RU,69.41,86.18,6.8,blue,-3.23,6.8,6.8,75.0,light snow,77.0,6.71
alpena,1579887063.0,US,45.06,-83.43,35.87,green,24.62,37.99,34.0,90.0,light rain,74.0,12.75
luorong,1579887362.0,CN,24.41,109.61,52.29,green,48.6,52.29,52.29,100.0,moderate rain,90.0,6.44
bogashevo,1579887365.0,RU,56.37,85.14,30.06,blue,17.11,30.99,28.99,75.0,light shower snow,92.0,15.66
manati,1579887160.0,PR,18.43,-66.49,81.1,red,87.89,84.0,78.8,40.0,scattered clouds,74.0,3.36
canandaigua,1579887367.0,US,42.87,-77.29,43.47,green,35.73,46.99,39.0,1.0,clear sky,48.0,5.82
kalmunai,1579887368.0,LK,7.42,81.82,80.85,red,82.11,80.85,80.85,30.0,scattered clouds,76.0,13.69
salinopolis,1579887369.0,BR,-0.61,-47.36,81.97,red,84.49,81.97,81.97,85.0,light rain,82.0,14.88
catuday,1579887162.0,PH,16.29,119.81,79.41,orange,80.8,79.41,79.41,50.0,scattered clouds,77.0,12.5
sungaipenuh,1579887371.0,ID,-2.08,101.38,64.42,orange,68.47,64.42,64.42,97.0,heavy intensity rain,99.0,1.54
liepaja,1579887373.0,LV,56.54,21.04,42.8,green,31.44,42.8,42.8,100.0,light rain,100.0,17.22
cam ranh,1579887199.0,VN,11.92,109.16,77.0,orange,85.28,77.0,77.0,20.0,few clouds,100.0,5.82
killybegs,1579887376.0,IE,54.63,-8.45,45.99,green,35.8,46.4,45.0,90.0,overcast clouds,87.0,14.99
diu,1579887377.0,IN,20.71,70.98,75.38,orange,75.24,75.38,75.38,0.0,clear sky,63.0,7.36
tomakomai,1579887378.0,JP,42.64,141.6,19.6,blue,6.67,21.0,19.0,40.0,light shower snow,67.0,12.75
zhangjiakou,1579887379.0,CN,40.81,114.88,10.87,blue,3.18,10.87,10.87,2.0,clear sky,86.0,3.13
vestmanna,1579887380.0,FO,62.16,-7.17,39.2,green,31.32,39.2,39.2,100.0,light snow,80.0,8.05
pestovo,1579887381.0,RU,58.59,35.8,31.78,blue,22.75,31.78,31.78,71.0,broken clouds,85.0,8.68
manavadar,1579887382.0,IN,21.5,70.13,66.2,orange,65.97,66.2,66.2,0.0,smoke,68.0,3.36
batagay,1579887383.0,RU,67.63,134.63,-41.17,blue,-49.09,-41.17,-41.17,8.0,clear sky,93.0,1.45
marsa matruh,1579887385.0,EG,31.35,27.25,55.4,orange,48.45,55.4,55.4,75.0,broken clouds,54.0,8.05
nome,1579887386.0,US,64.5,-165.41,-14.84,blue,-25.83,-11.0,-18.4,1.0,clear sky,75.0,7.31
west university place,1579887388.0,US,29.72,-95.43,60.26,orange,53.49,64.0,57.0,1.0,clear sky,47.0,8.05
luzhou,1579887389.0,CN,28.87,105.44,45.97,green,41.29,45.97,45.97,100.0,overcast clouds,81.0,4.54
sobolevo,1579887390.0,RU,54.43,31.9,36.07,green,23.92,36.07,36.07,100.0,light rain,95.0,15.97
niono,1579887391.0,ML,14.25,-5.99,88.27,red,77.9,88.27,88.27,69.0,broken clouds,7.0,8.97
dickinson,1579887145.0,US,29.46,-95.05,60.73,orange,54.05,64.0,57.0,1.0,clear sky,47.0,8.05
lucea,1579887393.0,JM,18.45,-78.17,79.84,red,80.24,80.6,79.0,20.0,few clouds,65.0,10.29
otavi,1579887394.0,NA,-19.65,17.33,67.35,orange,60.31,67.35,67.35,41.0,light rain,75.0,17.74
mirabad,1579887396.0,AF,30.44,61.84,53.65,green,48.22,53.65,53.65,57.0,light rain,76.0,8.12
belmonte,1579887397.0,BR,-15.86,-38.88,84.15,red,92.7,86.0,82.4,90.0,overcast clouds,83.0,6.93
churapcha,1579887398.0,RU,62.0,132.43,-42.88,blue,-50.26,-42.88,-42.88,67.0,broken clouds,99.0,0.49
atasu,1579887400.0,KZ,48.68,71.64,33.46,green,20.12,33.46,33.46,100.0,light snow,98.0,17.58
paamiut,1579887401.0,GL,61.99,-49.67,17.46,blue,-2.06,17.46,17.46,100.0,light snow,89.0,24.96
xuanzhou,1579887402.0,CN,30.95,118.76,43.3,green,34.38,43.3,43.3,100.0,light rain,89.0,11.99
kungurtug,1579887403.0,RU,50.6,97.52,0.43,blue,-8.52,0.43,0.43,18.0,few clouds,77.0,4.34
andenes,1579887404.0,NO,69.31,16.12,24.93,blue,17.58,28.0,23.0,80.0,light snow,92.0,4.7
fez,1579887162.0,MA,34.04,-5.0,60.8,orange,58.69,60.8,60.8,40.0,scattered clouds,59.0,2.24
huinan,1579887407.0,CN,42.62,126.26,2.52,blue,-5.48,2.52,2.52,0.0,clear sky,72.0,2.71
sergeyevka,1579887408.0,KZ,53.88,67.42,11.7,blue,1.04,11.7,11.7,99.0,light snow,92.0,8.63
luba,1579887409.0,GQ,3.46,8.55,87.8,red,92.55,87.8,87.8,20.0,haze,62.0,8.05
khairagarh,1579887410.0,IN,26.95,77.82,51.6,green,45.1,51.6,51.6,32.0,scattered clouds,46.0,5.06
mehriz,1579887411.0,IR,31.59,54.43,41.0,green,31.51,41.0,41.0,0.0,clear sky,52.0,8.84
witu,1579887413.0,KE,-2.39,40.44,80.04,red,84.72,80.04,80.04,100.0,overcast clouds,87.0,10.94
rafaela,1579887372.0,AR,-31.25,-61.49,91.31,red,91.62,95.0,89.01,0.0,clear sky,31.0,3.0
severnyy,1579887415.0,RU,50.68,36.55,30.2,blue,18.34,30.2,30.2,90.0,mist,86.0,13.42
tsumeb,1579887416.0,NA,-19.23,17.72,64.4,orange,62.71,64.4,64.4,40.0,shower rain,77.0,6.93
sinegorye,1579887417.0,RU,62.08,150.48,-30.91,blue,-39.42,-30.91,-30.91,100.0,overcast clouds,100.0,2.66
dakar,1579887212.0,SN,14.69,-17.44,84.61,red,86.9,91.4,78.8,11.0,few clouds,61.0,9.17
bubaque,1579887419.0,GW,11.28,-15.83,79.79,orange,78.58,79.79,79.79,24.0,few clouds,65.0,13.09
gebre guracha,1579887420.0,ET,9.8,38.4,66.7,orange,61.12,66.7,66.7,100.0,overcast clouds,50.0,8.88
alofi,1579887421.0,NU,-19.06,-169.92,77.0,orange,84.16,77.0,77.0,90.0,overcast clouds,94.0,5.82
zhanaozen,1579887422.0,KZ,43.3,52.8,27.16,blue,10.71,27.16,27.16,68.0,light snow,62.0,19.71
creel,1579887423.0,MX,27.75,-107.63,55.67,orange,48.81,55.67,55.67,0.0,clear sky,34.0,4.81
hammerfest,1579887425.0,NO,70.66,23.68,32.76,green,18.99,33.8,32.0,40.0,scattered clouds,84.0,17.22
narbonne,1579887426.0,FR,43.08,2.83,50.81,green,42.71,51.8,50.0,57.0,light rain,93.0,13.98
imbituba,1579887427.0,BR,-28.24,-48.67,78.8,orange,78.69,78.8,78.8,40.0,scattered clouds,78.0,14.99
asau,1579887428.0,RO,46.43,26.4,34.66,green,24.24,36.0,33.01,14.0,few clouds,64.0,10.29
taiyuan,1579887429.0,CN,37.87,112.56,24.8,blue,18.46,24.8,24.8,97.0,mist,79.0,2.24
bilma,1579887430.0,NE,18.69,12.92,66.11,orange,56.26,66.11,66.11,0.0,clear sky,11.0,7.25
ketchikan,1579887259.0,US,55.34,-131.65,45.19,green,30.04,46.4,44.6,90.0,moderate rain,93.0,24.16
njombe,1579887432.0,TZ,-9.33,34.77,61.41,orange,63.01,61.41,61.41,100.0,moderate rain,97.0,3.33
coruripe,1579887433.0,BR,-10.13,-36.18,83.32,red,82.99,83.32,83.32,88.0,overcast clouds,72.0,17.27
shu,1579887297.0,KZ,43.6,73.76,36.0,green,30.78,36.0,36.0,99.0,overcast clouds,60.0,1.01
coracora,1579887435.0,PE,-15.03,-73.78,51.73,green,45.23,51.73,51.73,99.0,overcast clouds,89.0,11.03
pangody,1579887437.0,RU,65.85,74.49,6.37,blue,-1.44,6.37,6.37,90.0,light snow,96.0,3.15
quirinopolis,1579887438.0,BR,-18.45,-50.45,81.05,red,86.23,81.05,81.05,16.0,moderate rain,82.0,9.22
portland,1579887237.0,US,45.52,-122.68,50.07,green,43.63,53.01,46.99,75.0,light rain,81.0,9.17
cimarron hills,1579887440.0,US,38.86,-104.7,44.58,green,36.91,48.99,39.0,40.0,scattered clouds,24.0,3.36
daru,1579887441.0,PG,-9.08,143.21,76.8,orange,84.51,76.8,76.8,94.0,overcast clouds,84.0,1.32
the pas,1579887442.0,CA,53.83,-101.25,14.0,blue,1.06,14.0,14.0,1.0,clear sky,85.0,12.75
reo,1579887443.0,BF,12.32,-2.47,85.96,red,74.44,85.96,85.96,59.0,broken clouds,6.0,10.33
nova granada,1579887444.0,BR,-20.53,-49.31,75.2,orange,80.02,75.2,75.2,75.0,light rain,83.0,4.7
corn island,1579887445.0,NI,12.17,-83.04,78.66,orange,77.58,78.66,78.66,63.0,broken clouds,71.0,14.09
talcahuano,1579887446.0,CL,-36.72,-73.12,75.2,orange,67.66,75.2,75.2,32.0,scattered clouds,53.0,17.22
arman,1579887449.0,RU,59.7,150.17,-14.73,blue,-27.49,-14.73,-14.73,0.0,clear sky,84.0,10.51
bud,1579887450.0,US,39.45,-86.18,41.74,green,36.59,44.01,39.2,90.0,overcast clouds,100.0,5.82
deputatskiy,1579887451.0,RU,69.3,139.9,-36.53,blue,-44.63,-36.53,-36.53,3.0,clear sky,96.0,1.83
espinosa,1579887452.0,BR,-14.93,-42.82,67.17,orange,68.07,67.17,67.17,100.0,light rain,97.0,8.81
